-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
408,7272,2023-08-08,50.0,304,bata ringan tbl,2023-08,2023-08
409,7272,2023-08-08,1.0,210,semen br mu,2023-08,2023-08
410,7273,2023-08-08,83.0,304,bata ringan tbl,2023-08,2023-08
411,7273,2023-08-08,2.0,210,semen br mu,2023-08,2023-08
412,7273,2023-08-08,4.0,201,semen gresik,2023-08,2023-08
413,7274,2023-08-08,11.0,506,asbes 250 b,2023-08,2023-08
414,7274,2023-08-08,2.0,201,semen gresik,2023-08,2023-08
415,7275,2023-08-08,1.0,103,colt tensla,2023-08,2023-08
416,7275,2023-08-08,5.0,201,semen gresik,2023-08,2023-08
417,7276,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
420,7277,2023-08-08,80.0,301,bata merah,2023-08,2023-08
418,7277,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
419,7277,2023-08-08,10.0,218,semen padang,2023-08,2023-08
423,7278,2023-08-08,1.0,402,besi 8,2023-08,2023-08
421,7278,2023-08-08,0.5,101,colt pasir,2023-08,2023-08
422,7278,2023-08-08,2.0,218,semen padang,2023-08,2023-08
425,7279,2023-08-08,2.0,204,semen acian blackbull,2023-08,2023-08
426,7279,2023-08-08,1.0,207,semen br aplus,2023-08,2023-08
424,7279,2023-08-08,20.0,214,semen holsim,2023-08,2023-08
427,7280,2023-08-08,12.0,218,semen padang,2023-08,2023-08
428,7281,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
431,7281,2023-08-08,1.0,703,pintu pvc,2023-08,2023-08
430,7281,2023-08-08,1.0,204,semen acian blackbull,2023-08,2023-08
429,7281,2023-08-08,3.0,214,semen holsim,2023-08,2023-08
434,7282,2023-08-08,25.0,301,bata merah,2023-08,2023-08
432,7282,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
433,7282,2023-08-08,2.0,201,semen gresik,2023-08,2023-08
437,7283,2023-08-08,15.0,403,besi 10,2023-08,2023-08
435,7283,2023-08-08,1.0,103,colt tensla,2023-08,2023-08
436,7283,2023-08-08,10.0,201,semen gresik,2023-08,2023-08
438,7284,2023-08-08,1.0,102,colt sertu,2023-08,2023-08
439,7285,2023-08-08,50.0,306,umpak,2023-08,2023-08
440,7286,2023-08-08,111.0,305,bata ringan tps,2023-08,2023-08
441,7286,2023-08-08,1.0,208,semen br eco,2023-08,2023-08
442,7287,2023-08-08,1.0,102,colt sertu,2023-08,2023-08
443,7287,2023-08-08,4.0,201,semen gresik,2023-08,2023-08
444,7288,2023-08-08,50.0,306,umpak,2023-08,2023-08
446,7289,2023-08-08,0.5,101,colt pasir,2023-08,2023-08
445,7289,2023-08-08,0.5,102,colt sertu,2023-08,2023-08
447,7289,2023-08-08,2.0,201,semen gresik,2023-08,2023-08
448,7290,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
449,7290,2023-08-08,1.0,514,kalsiboard,2023-08,2023-08
452,7292,2023-08-08,10.0,303,bata putih,2023-08,2023-08
450,7292,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
451,7292,2023-08-08,2.0,201,semen gresik,2023-08,2023-08
453,7293,2023-08-08,1.0,101,colt pasir,2023-08,2023-08
454,7294,2023-08-08,1.0,103,colt tensla,2023-08,2023-08
455,7294,2023-08-08,4.0,520,triplek 9mm,2023-08,2023-08
458,7295,2023-08-08,2.0,505,asbes 240 k,2023-08,2023-08
456,7295,2023-08-08,83.0,304,bata ringan tbl,2023-08,2023-08
457,7295,2023-08-08,1.0,208,semen br eco,2023-08,2023-08
459,7296,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
460,7296,2023-08-09,4.0,201,semen gresik,2023-08,2023-08
461,7297,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
462,7297,2023-08-09,5.0,201,semen gresik,2023-08,2023-08
463,7298,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
464,7299,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
465,7300,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
466,7300,2023-08-09,5.0,201,semen gresik,2023-08,2023-08
467,7301,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
468,7301,2023-08-09,5.0,201,semen gresik,2023-08,2023-08
469,7302,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
470,7302,2023-08-09,1.0,218,semen padang,2023-08,2023-08
471,7303,2023-08-09,10.0,218,semen padang,2023-08,2023-08
472,7304,2023-08-09,0.5,101,colt pasir,2023-08,2023-08
473,7304,2023-08-09,1.0,201,semen gresik,2023-08,2023-08
474,7305,2023-08-09,300.0,303,bata putih,2023-08,2023-08
475,7306,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
477,7306,2023-08-09,1.0,204,semen acian blackbull,2023-08,2023-08
476,7306,2023-08-09,2.0,201,semen gresik,2023-08,2023-08
480,7307,2023-08-09,10.0,402,besi 8,2023-08,2023-08
478,7307,2023-08-09,10.0,218,semen padang,2023-08,2023-08
479,7307,2023-08-09,4.0,520,triplek 9mm,2023-08,2023-08
481,7308,2023-08-09,1.0,104,colt pasir hitam,2023-08,2023-08
482,7308,2023-08-09,4.0,201,semen gresik,2023-08,2023-08
483,7309,2023-08-09,1.0,102,colt sertu,2023-08,2023-08
487,7310,2023-08-09,20.0,403,besi 10,2023-08,2023-08
485,7310,2023-08-09,13.0,401,besi 6,2023-08,2023-08
486,7310,2023-08-09,8.0,402,besi 8,2023-08,2023-08
484,7310,2023-08-09,30.0,306,umpak,2023-08,2023-08
491,7311,2023-08-09,2.0,506,asbes 250 b,2023-08,2023-08
490,7311,2023-08-09,2.0,507,asbes 300 b,2023-08,2023-08
489,7311,2023-08-09,50.0,301,bata merah,2023-08,2023-08
488,7311,2023-08-09,1.0,102,colt sertu,2023-08,2023-08
492,7311,2023-08-09,1.0,512,fiber 300 b,2023-08,2023-08
493,7312,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
494,7312,2023-08-09,2.0,201,semen gresik,2023-08,2023-08
495,7313,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
496,7313,2023-08-09,3.0,201,semen gresik,2023-08,2023-08
497,7314,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
498,7314,2023-08-09,3.0,201,semen gresik,2023-08,2023-08
499,7315,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
500,7315,2023-08-09,3.0,201,semen gresik,2023-08,2023-08
501,7316,2023-08-09,20.0,201,semen gresik,2023-08,2023-08
502,7317,2023-08-09,1.0,102,colt sertu,2023-08,2023-08
503,7318,2023-08-09,1.0,103,colt tensla,2023-08,2023-08
504,7318,2023-08-09,5.0,218,semen padang,2023-08,2023-08
505,7319,2023-08-09,250.0,301,bata merah,2023-08,2023-08
506,7320,2023-08-09,1.0,101,colt pasir,2023-08,2023-08
507,7320,2023-08-09,1.0,201,semen gresik,2023-08,2023-08
508,7321,2023-08-10,1.0,102,colt sertu,2023-08,2023-08
511,7322,2023-08-10,200.0,301,bata merah,2023-08,2023-08
509,7322,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
510,7322,2023-08-10,1.0,201,semen gresik,2023-08,2023-08
512,7323,2023-08-10,0.5,104,colt pasir hitam,2023-08,2023-08
514,7323,2023-08-10,9.0,514,kalsiboard,2023-08,2023-08
513,7323,2023-08-10,1.0,201,semen gresik,2023-08,2023-08
516,7324,2023-08-10,10.0,507,asbes 300 b,2023-08,2023-08
515,7324,2023-08-10,1.0,102,colt sertu,2023-08,2023-08
517,7324,2023-08-10,5.0,201,semen gresik,2023-08,2023-08
518,7325,2023-08-10,166.0,304,bata ringan tbl,2023-08,2023-08
519,7325,2023-08-10,1.0,208,semen br eco,2023-08,2023-08
520,7326,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
521,7327,2023-08-10,20.0,201,semen gresik,2023-08,2023-08
522,7328,2023-08-10,20.0,201,semen gresik,2023-08,2023-08
523,7329,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
526,7330,2023-08-10,7.0,402,besi 8,2023-08,2023-08
524,7330,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
525,7330,2023-08-10,2.0,201,semen gresik,2023-08,2023-08
527,7331,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
528,7331,2023-08-10,5.0,201,semen gresik,2023-08,2023-08
530,7332,2023-08-10,10.0,401,besi 6,2023-08,2023-08
529,7332,2023-08-10,15.0,218,semen padang,2023-08,2023-08
533,7333,2023-08-10,200.0,301,bata merah,2023-08,2023-08
531,7333,2023-08-10,0.5,101,colt pasir,2023-08,2023-08
534,7333,2023-08-10,0.5,103,colt tensla,2023-08,2023-08
535,7333,2023-08-10,1.0,208,semen br eco,2023-08,2023-08
532,7333,2023-08-10,3.0,214,semen holsim,2023-08,2023-08
537,7334,2023-08-10,83.0,304,bata ringan tbl,2023-08,2023-08
536,7334,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
538,7334,2023-08-10,3.0,207,semen br aplus,2023-08,2023-08
539,7335,2023-08-10,0.5,101,colt pasir,2023-08,2023-08
540,7335,2023-08-10,2.0,201,semen gresik,2023-08,2023-08
541,7336,2023-08-10,1.0,104,colt pasir hitam,2023-08,2023-08
542,7336,2023-08-10,4.0,201,semen gresik,2023-08,2023-08
545,7337,2023-08-10,111.0,305,bata ringan tps,2023-08,2023-08
543,7337,2023-08-10,0.25,103,colt tensla,2023-08,2023-08
546,7337,2023-08-10,1.0,208,semen br eco,2023-08,2023-08
544,7337,2023-08-10,4.0,214,semen holsim,2023-08,2023-08
547,7337,2023-08-10,1.0,519,triplek 8mm,2023-08,2023-08
548,7338,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
549,7338,2023-08-10,3.0,218,semen padang,2023-08,2023-08
551,7339,2023-08-10,18.0,402,besi 8,2023-08,2023-08
550,7339,2023-08-10,1.0,103,colt tensla,2023-08,2023-08
552,7340,2023-08-10,0.5,101,colt pasir,2023-08,2023-08
553,7340,2023-08-10,1.0,201,semen gresik,2023-08,2023-08
554,7341,2023-08-10,1.0,101,colt pasir,2023-08,2023-08
555,7341,2023-08-10,1.0,204,semen acian blackbull,2023-08,2023-08
556,7341,2023-08-10,3.0,201,semen gresik,2023-08,2023-08
557,7341,2023-08-10,4.0,517,triplek 4mm,2023-08,2023-08
559,7342,2023-08-10,5.0,208,semen br eco,2023-08,2023-08
558,7342,2023-08-10,20.0,201,semen gresik,2023-08,2023-08
560,7342,2023-08-10,10.0,218,semen padang,2023-08,2023-08
561,7343,2023-08-10,30.0,201,semen gresik,2023-08,2023-08
562,7344,2023-08-10,166.0,304,bata ringan tbl,2023-08,2023-08
564,7345,2023-08-11,70.0,301,bata merah,2023-08,2023-08
563,7345,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
565,7345,2023-08-11,4.0,420,pvc 3 D,2023-08,2023-08
566,7346,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
567,7346,2023-08-11,10.0,218,semen padang,2023-08,2023-08
568,7347,2023-08-11,0.5,101,colt pasir,2023-08,2023-08
569,7347,2023-08-11,0.5,102,colt sertu,2023-08,2023-08
571,7348,2023-08-11,3.0,206,semen acian tr,2023-08,2023-08
570,7348,2023-08-11,10.0,201,semen gresik,2023-08,2023-08
572,7349,2023-08-11,166.0,304,bata ringan tbl,2023-08,2023-08
573,7349,2023-08-11,5.0,402,besi 8,2023-08,2023-08
576,7350,2023-08-11,300.0,301,bata merah,2023-08,2023-08
574,7350,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
575,7350,2023-08-11,2.0,201,semen gresik,2023-08,2023-08
577,7351,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
578,7352,2023-08-11,83.0,304,bata ringan tbl,2023-08,2023-08
579,7353,2023-08-11,0.5,103,colt tensla,2023-08,2023-08
580,7354,2023-08-11,0.5,104,colt pasir hitam,2023-08,2023-08
581,7354,2023-08-11,1.0,201,semen gresik,2023-08,2023-08
582,7355,2023-08-11,0.5,104,colt pasir hitam,2023-08,2023-08
583,7355,2023-08-11,2.0,214,semen holsim,2023-08,2023-08
584,7356,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
585,7356,2023-08-11,2.0,214,semen holsim,2023-08,2023-08
586,7357,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
587,7357,2023-08-11,3.0,201,semen gresik,2023-08,2023-08
589,7358,2023-08-11,4.0,402,besi 8,2023-08,2023-08
588,7358,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
590,7359,2023-08-11,166.0,304,bata ringan tbl,2023-08,2023-08
591,7360,2023-08-11,166.0,304,bata ringan tbl,2023-08,2023-08
594,7361,2023-08-11,150.0,301,bata merah,2023-08,2023-08
592,7361,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
593,7361,2023-08-11,2.0,201,semen gresik,2023-08,2023-08
595,7362,2023-08-11,0.5,101,colt pasir,2023-08,2023-08
596,7362,2023-08-11,1.0,201,semen gresik,2023-08,2023-08
597,7363,2023-08-11,0.5,103,colt tensla,2023-08,2023-08
598,7364,2023-08-11,1.0,104,colt pasir hitam,2023-08,2023-08
599,7364,2023-08-11,5.0,218,semen padang,2023-08,2023-08
602,7365,2023-08-11,20.0,303,bata putih,2023-08,2023-08
600,7365,2023-08-11,1.0,101,colt pasir,2023-08,2023-08
601,7365,2023-08-11,2.0,201,semen gresik,2023-08,2023-08
603,7366,2023-08-11,10.0,218,semen padang,2023-08,2023-08
606,7367,2023-08-12,50.0,303,bata putih,2023-08,2023-08
604,7367,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
605,7367,2023-08-12,2.0,201,semen gresik,2023-08,2023-08
607,7368,2023-08-12,1.0,103,colt tensla,2023-08,2023-08
608,7369,2023-08-12,1.0,103,colt tensla,2023-08,2023-08
609,7370,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
610,7370,2023-08-12,4.0,201,semen gresik,2023-08,2023-08
611,7371,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
612,7371,2023-08-12,2.0,201,semen gresik,2023-08,2023-08
617,7372,2023-08-12,2.0,403,besi 10,2023-08,2023-08
616,7372,2023-08-12,1.0,402,besi 8,2023-08,2023-08
613,7372,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
615,7372,2023-08-12,0.25,103,colt tensla,2023-08,2023-08
614,7372,2023-08-12,2.0,201,semen gresik,2023-08,2023-08
618,7373,2023-08-12,1.0,102,colt sertu,2023-08,2023-08
621,7374,2023-08-12,5.0,403,besi 10,2023-08,2023-08
619,7374,2023-08-12,0.5,101,colt pasir,2023-08,2023-08
620,7374,2023-08-12,10.0,201,semen gresik,2023-08,2023-08
622,7375,2023-08-12,1.0,102,colt sertu,2023-08,2023-08
623,7376,2023-08-12,1.0,103,colt tensla,2023-08,2023-08
624,7377,2023-08-12,1.0,104,colt pasir hitam,2023-08,2023-08
625,7378,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
626,7378,2023-08-12,5.0,207,semen br aplus,2023-08,2023-08
629,7379,2023-08-12,10.0,402,besi 8,2023-08,2023-08
627,7379,2023-08-12,1.0,103,colt tensla,2023-08,2023-08
628,7379,2023-08-12,10.0,201,semen gresik,2023-08,2023-08
630,7380,2023-08-12,166.0,304,bata ringan tbl,2023-08,2023-08
632,7381,2023-08-12,83.0,304,bata ringan tbl,2023-08,2023-08
631,7381,2023-08-12,0.5,103,colt tensla,2023-08,2023-08
636,7382,2023-08-12,200.0,301,bata merah,2023-08,2023-08
634,7382,2023-08-12,15.0,208,semen br eco,2023-08,2023-08
635,7382,2023-08-12,1.0,213,semen cornis aplus,2023-08,2023-08
633,7382,2023-08-12,5.0,214,semen holsim,2023-08,2023-08
639,7383,2023-08-12,10.0,403,besi 10,2023-08,2023-08
638,7383,2023-08-12,15.0,402,besi 8,2023-08,2023-08
637,7383,2023-08-12,1.0,103,colt tensla,2023-08,2023-08
640,7384,2023-08-12,40.0,201,semen gresik,2023-08,2023-08
641,7385,2023-08-12,0.5,101,colt pasir,2023-08,2023-08
642,7385,2023-08-12,1.0,201,semen gresik,2023-08,2023-08
643,7386,2023-08-12,1.0,104,colt pasir hitam,2023-08,2023-08
644,7387,2023-08-12,1.0,102,colt sertu,2023-08,2023-08
645,7387,2023-08-12,1.0,422,pvc 4 D,2023-08,2023-08
646,7388,2023-08-12,40.0,201,semen gresik,2023-08,2023-08
648,7389,2023-08-12,83.0,304,bata ringan tbl,2023-08,2023-08
649,7389,2023-08-12,5.0,402,besi 8,2023-08,2023-08
647,7389,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
650,7390,2023-08-12,0.5,101,colt pasir,2023-08,2023-08
652,7390,2023-08-12,1.0,703,pintu pvc,2023-08,2023-08
651,7390,2023-08-12,2.0,201,semen gresik,2023-08,2023-08
655,7391,2023-08-12,300.0,301,bata merah,2023-08,2023-08
653,7391,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
654,7391,2023-08-12,5.0,201,semen gresik,2023-08,2023-08
656,7392,2023-08-12,0.5,102,colt sertu,2023-08,2023-08
657,7392,2023-08-12,1.0,201,semen gresik,2023-08,2023-08
658,7393,2023-08-12,83.0,304,bata ringan tbl,2023-08,2023-08
659,7394,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
660,7394,2023-08-12,5.0,218,semen padang,2023-08,2023-08
662,7395,2023-08-12,83.0,304,bata ringan tbl,2023-08,2023-08
661,7395,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
663,7395,2023-08-12,1.0,208,semen br eco,2023-08,2023-08
664,7396,2023-08-12,0.5,101,colt pasir,2023-08,2023-08
666,7396,2023-08-12,1.0,703,pintu pvc,2023-08,2023-08
665,7396,2023-08-12,1.0,201,semen gresik,2023-08,2023-08
667,7397,2023-08-12,1.0,102,colt sertu,2023-08,2023-08
668,7398,2023-08-12,20.0,201,semen gresik,2023-08,2023-08
669,7399,2023-08-12,0.5,102,colt sertu,2023-08,2023-08
670,7400,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
671,7400,2023-08-12,5.0,201,semen gresik,2023-08,2023-08
674,7401,2023-08-12,100.0,301,bata merah,2023-08,2023-08
672,7401,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
673,7401,2023-08-12,1.0,201,semen gresik,2023-08,2023-08
675,7402,2023-08-12,1.0,101,colt pasir,2023-08,2023-08
679,7403,2023-08-13,2.0,505,asbes 240 k,2023-08,2023-08
676,7403,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
678,7403,2023-08-13,1.0,206,semen acian tr,2023-08,2023-08
677,7403,2023-08-13,2.0,201,semen gresik,2023-08,2023-08
680,7404,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
683,7405,2023-08-13,12.0,305,bata ringan tps,2023-08,2023-08
681,7405,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
682,7405,2023-08-13,4.0,214,semen holsim,2023-08,2023-08
684,7406,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
685,7406,2023-08-13,1.0,201,semen gresik,2023-08,2023-08
686,7407,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
687,7407,2023-08-13,2.0,201,semen gresik,2023-08,2023-08
688,7408,2023-08-13,2.0,202,semen 220 aplus,2023-08,2023-08
689,7409,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
690,7410,2023-08-13,1.0,104,colt pasir hitam,2023-08,2023-08
691,7411,2023-08-13,166.0,304,bata ringan tbl,2023-08,2023-08
692,7412,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
693,7412,2023-08-13,4.0,218,semen padang,2023-08,2023-08
694,7413,2023-08-13,1.0,104,colt pasir hitam,2023-08,2023-08
697,7414,2023-08-13,80.0,303,bata putih,2023-08,2023-08
695,7414,2023-08-13,0.5,101,colt pasir,2023-08,2023-08
696,7414,2023-08-13,1.0,201,semen gresik,2023-08,2023-08
698,7415,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
699,7415,2023-08-13,1.0,214,semen holsim,2023-08,2023-08
700,7416,2023-08-13,0.5,101,colt pasir,2023-08,2023-08
702,7416,2023-08-13,1.0,204,semen acian blackbull,2023-08,2023-08
701,7416,2023-08-13,5.0,201,semen gresik,2023-08,2023-08
704,7417,2023-08-13,60.0,303,bata putih,2023-08,2023-08
705,7417,2023-08-13,3.0,218,semen padang,2023-08,2023-08
703,7417,2023-08-13,4.0,603,sumur 80,2023-08,2023-08
708,7418,2023-08-13,35.0,305,bata ringan tps,2023-08,2023-08
706,7418,2023-08-13,0.5,101,colt pasir,2023-08,2023-08
707,7418,2023-08-13,2.0,201,semen gresik,2023-08,2023-08
709,7419,2023-08-13,1.0,101,colt pasir,2023-08,2023-08
710,7419,2023-08-13,2.0,201,semen gresik,2023-08,2023-08
711,7420,2023-08-13,0.5,101,colt pasir,2023-08,2023-08
712,7420,2023-08-13,1.0,201,semen gresik,2023-08,2023-08
713,7421,2023-08-13,0.5,101,colt pasir,2023-08,2023-08
714,7421,2023-08-13,1.0,201,semen gresik,2023-08,2023-08
715,7422,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
716,7422,2023-08-14,2.0,208,semen br eco,2023-08,2023-08
717,7423,2023-08-14,0.5,103,colt tensla,2023-08,2023-08
718,7424,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
719,7424,2023-08-14,2.0,201,semen gresik,2023-08,2023-08
720,7425,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
721,7425,2023-08-14,3.0,201,semen gresik,2023-08,2023-08
722,7426,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
724,7426,2023-08-14,2.0,208,semen br eco,2023-08,2023-08
723,7426,2023-08-14,5.0,218,semen padang,2023-08,2023-08
725,7427,2023-08-14,20.0,214,semen holsim,2023-08,2023-08
726,7428,2023-08-14,1.0,102,colt sertu,2023-08,2023-08
727,7428,2023-08-14,1.0,214,semen holsim,2023-08,2023-08
728,7429,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
729,7429,2023-08-14,2.0,201,semen gresik,2023-08,2023-08
731,7430,2023-08-14,0.5,101,colt pasir,2023-08,2023-08
730,7430,2023-08-14,0.5,104,colt pasir hitam,2023-08,2023-08
732,7430,2023-08-14,5.0,201,semen gresik,2023-08,2023-08
733,7430,2023-08-14,3.0,520,triplek 9mm,2023-08,2023-08
739,7431,2023-08-14,20.0,304,bata ringan tbl,2023-08,2023-08
736,7431,2023-08-14,5.0,402,besi 8,2023-08,2023-08
734,7431,2023-08-14,0.5,103,colt tensla,2023-08,2023-08
738,7431,2023-08-14,3.0,206,semen acian tr,2023-08,2023-08
735,7431,2023-08-14,5.0,201,semen gresik,2023-08,2023-08
737,7431,2023-08-14,10.0,214,semen holsim,2023-08,2023-08
740,7432,2023-08-14,1.0,102,colt sertu,2023-08,2023-08
741,7433,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
742,7433,2023-08-14,2.0,201,semen gresik,2023-08,2023-08
743,7434,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
744,7434,2023-08-14,2.0,201,semen gresik,2023-08,2023-08
745,7435,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
746,7436,2023-08-14,30.0,201,semen gresik,2023-08,2023-08
747,7437,2023-08-14,1.0,101,colt pasir,2023-08,2023-08
748,7438,2023-08-14,0.5,101,colt pasir,2023-08,2023-08
749,7439,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
750,7440,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
751,7440,2023-08-14,1.0,208,semen br eco,2023-08,2023-08
752,7441,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
753,7441,2023-08-14,2.0,210,semen br mu,2023-08,2023-08
754,7441,2023-08-14,4.0,201,semen gresik,2023-08,2023-08
755,7442,2023-08-14,0.5,101,colt pasir,2023-08,2023-08
756,7442,2023-08-14,1.0,214,semen holsim,2023-08,2023-08
757,7443,2023-08-14,10.0,201,semen gresik,2023-08,2023-08
758,7444,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
760,7445,2023-08-14,6.0,506,asbes 250 b,2023-08,2023-08
759,7445,2023-08-14,19.0,507,asbes 300 b,2023-08,2023-08
761,7446,2023-08-14,166.0,304,bata ringan tbl,2023-08,2023-08
762,7447,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
763,7447,2023-08-15,6.0,201,semen gresik,2023-08,2023-08
764,7448,2023-08-15,0.5,103,colt tensla,2023-08,2023-08
765,7448,2023-08-15,5.0,218,semen padang,2023-08,2023-08
766,7449,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
769,7450,2023-08-15,15.0,301,bata merah,2023-08,2023-08
767,7450,2023-08-15,0.5,102,colt sertu,2023-08,2023-08
768,7450,2023-08-15,1.0,214,semen holsim,2023-08,2023-08
770,7451,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
771,7451,2023-08-15,5.0,201,semen gresik,2023-08,2023-08
774,7452,2023-08-15,10.0,305,bata ringan tps,2023-08,2023-08
772,7452,2023-08-15,1.0,104,colt pasir hitam,2023-08,2023-08
773,7452,2023-08-15,4.0,201,semen gresik,2023-08,2023-08
775,7453,2023-08-15,0.5,101,colt pasir,2023-08,2023-08
776,7453,2023-08-15,2.0,201,semen gresik,2023-08,2023-08
777,7453,2023-08-15,2.0,601,sumur 60,2023-08,2023-08
778,7453,2023-08-15,1.0,604,tutup sumur 60,2023-08,2023-08
780,7454,2023-08-15,8.0,507,asbes 300 b,2023-08,2023-08
779,7454,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
782,7455,2023-08-15,10.0,407,kanal c,2023-08,2023-08
781,7455,2023-08-15,4.0,515,spandek 5m,2023-08,2023-08
783,7456,2023-08-15,12.0,208,semen br eco,2023-08,2023-08
784,7457,2023-08-15,166.0,304,bata ringan tbl,2023-08,2023-08
785,7458,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
787,7458,2023-08-15,4.0,514,kalsiboard,2023-08,2023-08
788,7458,2023-08-15,12.0,410,kayu 4x6,2023-08,2023-08
786,7458,2023-08-15,3.0,207,semen br aplus,2023-08,2023-08
790,7459,2023-08-15,3.0,402,besi 8,2023-08,2023-08
789,7459,2023-08-15,15.0,514,kalsiboard,2023-08,2023-08
791,7459,2023-08-15,3.0,201,semen gresik,2023-08,2023-08
792,7460,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
793,7460,2023-08-15,10.0,218,semen padang,2023-08,2023-08
794,7461,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
795,7461,2023-08-15,3.0,201,semen gresik,2023-08,2023-08
796,7462,2023-08-15,1.0,101,colt pasir,2023-08,2023-08
797,7462,2023-08-15,2.0,214,semen holsim,2023-08,2023-08
